country,layer,source_survey,table_id,indicator,response_option,base_type,sample_n,value,unit,comparability,note
싱가포르,Layer3_Visit_Intention,잠재방한객_일반외국인,B5A-1,향후 3년 내 한국 방문 의향(5점척도),Mid,해외여행의향자(하위집합),360.0,20.362351058037394,%,conditional,해외여행 자체에 의향이 있는 사람만 대상이라 전체 모집단 기준(B5B-1)과 분모가 다름. | 원본 BASE 라벨: BASE:B3. ④~⑤
싱가포르,Layer3_Visit_Intention,잠재방한객_일반외국인,B5A-1,향후 3년 내 한국 방문 의향(5점척도),Bot2,해외여행의향자(하위집합),360.0,13.18125350687111,%,conditional,해외여행 자체에 의향이 있는 사람만 대상이라 전체 모집단 기준(B5B-1)과 분모가 다름. | 원본 BASE 라벨: BASE:B3. ④~⑤
인도네시아,Layer3_Visit_Intention,잠재방한객_일반외국인,B5A-1,향후 3년 내 한국 방문 의향(5점척도),전혀 방문할 의향이 없다,해외여행의향자(하위집합),296.0,1.2987163560612476,%,conditional,해외여행 자체에 의향이 있는 사람만 대상이라 전체 모집단 기준(B5B-1)과 분모가 다름. | 원본 BASE 라벨: BASE:B3. ④~⑤
인도네시아,Layer3_Visit_Intention,잠재방한객_일반외국인,B5A-1,향후 3년 내 한국 방문 의향(5점척도),별로 방문할 의향이 없다,해외여행의향자(하위집합),296.0,4.370114820568006,%,conditional,해외여행 자체에 의향이 있는 사람만 대상이라 전체 모집단 기준(B5B-1)과 분모가 다름. | 원본 BASE 라벨: BASE:B3. ④~⑤
인도네시아,Layer3_Visit_Intention,잠재방한객_일반외국인,B5A-1,향후 3년 내 한국 방문 의향(5점척도),방문 의향을 정하지 않았다,해외여행의향자(하위집합),296.0,15.317233236472727,%,conditional,해외여행 자체에 의향이 있는 사람만 대상이라 전체 모집단 기준(B5B-1)과 분모가 다름. | 원본 BASE 라벨: BASE:B3. ④~⑤
인도네시아,Layer3_Visit_Intention,잠재방한객_일반외국인,B5A-1,향후 3년 내 한국 방문 의향(5점척도),약간 방문할 의향이 있다,해외여행의향자(하위집합),296.0,41.77487394213662,%,conditional,해외여행 자체에 의향이 있는 사람만 대상이라 전체 모집단 기준(B5B-1)과 분모가 다름. | 원본 BASE 라벨: BASE:B3. ④~⑤
인도네시아,Layer3_Visit_Intention,잠재방한객_일반외국인,B5A-1,향후 3년 내 한국 방문 의향(5점척도),매우 방문할 의향이 있다,해외여행의향자(하위집합),296.0,37.23906164476131,%,conditional,해외여행 자체에 의향이 있는 사람만 대상이라 전체 모집단 기준(B5B-1)과 분모가 다름. | 원본 BASE 라벨: BASE:B3. ④~⑤
인도네시아,Layer3_Visit_Intention,잠재방한객_일반외국인,B5A-1,향후 3년 내 한국 방문 의향(5점척도),종합/Top2,해외여행의향자(하위집합),296.0,79.0139355868979,%,conditional,해외여행 자체에 의향이 있는 사람만 대상이라 전체 모집단 기준(B5B-1)과 분모가 다름. | 원본 BASE 라벨: BASE:B3. ④~⑤
인도네시아,Layer3_Visit_Intention,잠재방한객_일반외국인,B5A-1,향후 3년 내 한국 방문 의향(5점척도),Mid,해외여행의향자(하위집합),296.0,15.317233236472727,%,conditional,해외여행 자체에 의향이 있는 사람만 대상이라 전체 모집단 기준(B5B-1)과 분모가 다름. | 원본 BASE 라벨: BASE:B3. ④~⑤
인도네시아,Layer3_Visit_Intention,잠재방한객_일반외국인,B5A-1,향후 3년 내 한국 방문 의향(5점척도),Bot2,해외여행의향자(하위집합),296.0,5.6688311766292525,%,conditional,해외여행 자체에 의향이 있는 사람만 대상이라 전체 모집단 기준(B5B-1)과 분모가 다름. | 원본 BASE 라벨: BASE:B3. ④~⑤
태국,Layer3_Visit_Intention,잠재방한객_일반외국인,B5A-1,향후 3년 내 한국 방문 의향(5점척도),전혀 방문할 의향이 없다,해외여행의향자(하위집합),262.0,3.4512645570152594,%,conditional,해외여행 자체에 의향이 있는 사람만 대상이라 전체 모집단 기준(B5B-1)과 분모가 다름. | 원본 BASE 라벨: BASE:B3. ④~⑤
태국,Layer3_Visit_Intention,잠재방한객_일반외국인,B5A-1,향후 3년 내 한국 방문 의향(5점척도),별로 방문할 의향이 없다,해외여행의향자(하위집합),262.0,7.342827961303337,%,conditional,해외여행 자체에 의향이 있는 사람만 대상이라 전체 모집단 기준(B5B-1)과 분모가 다름. | 원본 BASE 라벨: BASE:B3. ④~⑤
태국,Layer3_Visit_Intention,잠재방한객_일반외국인,B5A-1,향후 3년 내 한국 방문 의향(5점척도),방문 의향을 정하지 않았다,해외여행의향자(하위집합),262.0,24.308497645204667,%,conditional,해외여행 자체에 의향이 있는 사람만 대상이라 전체 모집단 기준(B5B-1)과 분모가 다름. | 원본 BASE 라벨: BASE:B3. ④~⑤
태국,Layer3_Visit_Intention,잠재방한객_일반외국인,B5A-1,향후 3년 내 한국 방문 의향(5점척도),약간 방문할 의향이 있다,해외여행의향자(하위집합),262.0,36.55355296329274,%,conditional,해외여행 자체에 의향이 있는 사람만 대상이라 전체 모집단 기준(B5B-1)과 분모가 다름. | 원본 BASE 라벨: BASE:B3. ④~⑤
태국,Layer3_Visit_Intention,잠재방한객_일반외국인,B5A-1,향후 3년 내 한국 방문 의향(5점척도),매우 방문할 의향이 있다,해외여행의향자(하위집합),262.0,28.343856873183988,%,conditional,해외여행 자체에 의향이 있는 사람만 대상이라 전체 모집단 기준(B5B-1)과 분모가 다름. | 원본 BASE 라벨: BASE:B3. ④~⑤
태국,Layer3_Visit_Intention,잠재방한객_일반외국인,B5A-1,향후 3년 내 한국 방문 의향(5점척도),종합/Top2,해외여행의향자(하위집합),262.0,64.89740983647675,%,conditional,해외여행 자체에 의향이 있는 사람만 대상이라 전체 모집단 기준(B5B-1)과 분모가 다름. | 원본 BASE 라벨: BASE:B3. ④~⑤
태국,Layer3_Visit_Intention,잠재방한객_일반외국인,B5A-1,향후 3년 내 한국 방문 의향(5점척도),Mid,해외여행의향자(하위집합),262.0,24.308497645204667,%,conditional,해외여행 자체에 의향이 있는 사람만 대상이라 전체 모집단 기준(B5B-1)과 분모가 다름. | 원본 BASE 라벨: BASE:B3. ④~⑤
태국,Layer3_Visit_Intention,잠재방한객_일반외국인,B5A-1,향후 3년 내 한국 방문 의향(5점척도),Bot2,해외여행의향자(하위집합),262.0,10.794092518318598,%,conditional,해외여행 자체에 의향이 있는 사람만 대상이라 전체 모집단 기준(B5B-1)과 분모가 다름. | 원본 BASE 라벨: BASE:B3. ④~⑤
말레이시아,Layer3_Visit_Intention,잠재방한객_일반외국인,B5A-1,향후 3년 내 한국 방문 의향(5점척도),전혀 방문할 의향이 없다,해외여행의향자(하위집합),316.0,4.723257683208828,%,conditional,해외여행 자체에 의향이 있는 사람만 대상이라 전체 모집단 기준(B5B-1)과 분모가 다름. | 원본 BASE 라벨: BASE:B3. ④~⑤
말레이시아,Layer3_Visit_Intention,잠재방한객_일반외국인,B5A-1,향후 3년 내 한국 방문 의향(5점척도),별로 방문할 의향이 없다,해외여행의향자(하위집합),316.0,8.193327965389988,%,conditional,해외여행 자체에 의향이 있는 사람만 대상이라 전체 모집단 기준(B5B-1)과 분모가 다름. | 원본 BASE 라벨: BASE:B3. ④~⑤
말레이시아,Layer3_Visit_Intention,잠재방한객_일반외국인,B5A-1,향후 3년 내 한국 방문 의향(5점척도),방문 의향을 정하지 않았다,해외여행의향자(하위집합),316.0,19.568528514184347,%,conditional,해외여행 자체에 의향이 있는 사람만 대상이라 전체 모집단 기준(B5B-1)과 분모가 다름. | 원본 BASE 라벨: BASE:B3. ④~⑤
말레이시아,Layer3_Visit_Intention,잠재방한객_일반외국인,B5A-1,향후 3년 내 한국 방문 의향(5점척도),약간 방문할 의향이 있다,해외여행의향자(하위집합),316.0,39.22780311722217,%,conditional,해외여행 자체에 의향이 있는 사람만 대상이라 전체 모집단 기준(B5B-1)과 분모가 다름. | 원본 BASE 라벨: BASE:B3. ④~⑤
말레이시아,Layer3_Visit_Intention,잠재방한객_일반외국인,B5A-1,향후 3년 내 한국 방문 의향(5점척도),매우 방문할 의향이 있다,해외여행의향자(하위집합),316.0,28.287082719994704,%,conditional,해외여행 자체에 의향이 있는 사람만 대상이라 전체 모집단 기준(B5B-1)과 분모가 다름. | 원본 BASE 라벨: BASE:B3. ④~⑤
말레이시아,Layer3_Visit_Intention,잠재방한객_일반외국인,B5A-1,향후 3년 내 한국 방문 의향(5점척도),종합/Top2,해외여행의향자(하위집합),316.0,67.5148858372168,%,conditional,해외여행 자체에 의향이 있는 사람만 대상이라 전체 모집단 기준(B5B-1)과 분모가 다름. | 원본 BASE 라벨: BASE:B3. ④~⑤
